1.412897371522716883e+00 5.015043204543744082e+00 1.000000000000000000e+00
7.479693657969010090e+00 2.721120128840440522e+00 1.000000000000000000e+00
1.063655926391527062e+00 6.582988431009573205e+00 1.000000000000000000e+00
8.427865631844460026e+00 3.679405038425699104e+00 1.000000000000000000e+00
4.483816782486401031e+00 3.732146883076701727e+00 1.000000000000000000e+00
5.253888092251313147e-01 -1.470791893880103451e-01 1.000000000000000000e+00
-9.007669505478554939e-01 2.475536252583579788e+00 1.000000000000000000e+00
3.484598928529345052e+00 3.755057061038063360e+00 1.000000000000000000e+00
6.139943426083473099e+00 5.087217346110174176e+00 1.000000000000000000e+00
4.597336869696189154e+00 2.591031464234032189e+00 1.000000000000000000e+00
1.345433094177175493e+00 5.255697246506015219e+00 1.000000000000000000e+00
-2.014225012793423808e+00 2.373810064348340632e+00 1.000000000000000000e+00
4.881871032504110808e+00 1.850191904414827393e+00 1.000000000000000000e+00
4.810212771629835515e+00 3.431558427584612492e+00 1.000000000000000000e+00
3.734560223356469422e+00 4.275573579161131121e+00 1.000000000000000000e+00
1.129080623672805261e+00 5.275476731143813325e+00 1.000000000000000000e+00
-4.823888198033632335e-01 4.030237937205709109e+00 1.000000000000000000e+00
1.642188512705193837e+00 4.627804030162291582e+00 1.000000000000000000e+00
5.003705119411227642e+00 6.728320175343929677e+00 1.000000000000000000e+00
3.678972473521424646e+00 4.229617793702630024e+00 1.000000000000000000e+00
3.156958084023744782e+00 3.229120619207797027e+00 1.000000000000000000e+00
6.779747519955227730e+00 4.814650039599072784e+00 1.000000000000000000e+00
5.360230089779012275e+00 1.639846639857722499e+00 1.000000000000000000e+00
8.222755902486902357e-01 2.544652502574118014e+00 1.000000000000000000e+00
2.419361725749623382e+00 3.329063191252497056e+00 1.000000000000000000e+00
1.754884776976658234e+00 5.681449443521321641e+00 1.000000000000000000e+00
9.389049780189031580e-01 2.747122621916093799e+00 1.000000000000000000e+00
2.264436190654574688e+00 2.282242164919370264e+00 1.000000000000000000e+00
3.624315071854623316e+00 3.900775435672092950e+00 1.000000000000000000e+00
1.242264374385726455e-01 3.967103063549211051e+00 1.000000000000000000e+00
3.909686999279919473e+00 2.949595455952228829e+00 1.000000000000000000e+00
2.095907394575630356e+00 6.910256537259801490e+00 1.000000000000000000e+00
4.940269592950680355e+00 4.821367297063948065e+00 1.000000000000000000e+00
3.097893792545871605e-01 6.269117345550190734e+00 1.000000000000000000e+00
2.893461900193379233e+00 3.920506322645265662e+00 1.000000000000000000e+00
2.782676733299449090e+00 5.575579929245284561e+00 1.000000000000000000e+00
3.885126036551366902e+00 4.047089232562407268e+00 1.000000000000000000e+00
5.205414828581373499e+00 4.797193010355940146e+00 1.000000000000000000e+00
4.496793910113964898e+00 4.122272337972150424e+00 1.000000000000000000e+00
-1.057541670235266018e+00 5.201671145865418566e+00 1.000000000000000000e+00
6.161573086822063061e+00 2.186321229876161176e+00 1.000000000000000000e+00
4.155923044981320480e+00 6.440439992251839385e+00 1.000000000000000000e+00
6.427723074967528483e+00 7.538079337099365951e-01 1.000000000000000000e+00
1.997330161221503086e+00 3.487873156862742352e+00 1.000000000000000000e+00
3.590234400852904795e+00 5.358074236141718849e+00 1.000000000000000000e+00
4.780406451599598761e+00 4.429522136459533854e-01 1.000000000000000000e+00
1.640361565511083031e+00 -4.365121033937476192e+00 1.000000000000000000e+00
3.198962645192501064e+00 -2.454092668545244216e+00 1.000000000000000000e+00
1.194337596905792775e+00 4.880573291898492982e+00 1.000000000000000000e+00
1.974609747352667366e+00 7.484660333048060998e-01 1.000000000000000000e+00
1.932093079983667971e+00 5.363754007530064705e+00 1.000000000000000000e+00
1.899192556958309908e+00 1.045102683613071681e+00 1.000000000000000000e+00
-1.116810179119238633e-01 2.803534515851184850e+00 1.000000000000000000e+00
3.118696435315522208e+00 3.531644365056981982e+00 1.000000000000000000e+00
2.084737382823427243e+00 5.453801432560720031e+00 1.000000000000000000e+00
4.030711640085870684e+00 6.372796899472519705e+00 1.000000000000000000e+00
-7.030418731128285081e-01 4.468534402963523888e+00 1.000000000000000000e+00
3.596148610370974552e+00 5.729867228979220961e+00 1.000000000000000000e+00
4.486595384684531673e+00 2.711462055272195748e-01 1.000000000000000000e+00
7.841689267434289512e+00 9.109069491132540719e+00 1.000000000000000000e+00
6.958022464138702290e-02 4.334157965563496973e+00 1.000000000000000000e+00
4.763210434279771199e+00 2.185550683531805038e+00 1.000000000000000000e+00
4.030379473807942148e+00 4.633870116812596862e+00 1.000000000000000000e+00
2.876711457595680699e+00 5.968612750803397482e+00 1.000000000000000000e+00
-9.186085969558610564e-01 6.271023422797350477e+00 1.000000000000000000e+00
1.484705845605047925e+00 8.049544451629326858e+00 1.000000000000000000e+00
7.321955495509095968e-01 2.829614548336059521e+00 1.000000000000000000e+00
1.000650507486745688e+01 1.802798408052767032e+00 1.000000000000000000e+00
2.585391708160271307e+00 2.038162024447399467e+00 1.000000000000000000e+00
4.145848369729161931e+00 1.647383612931898833e+00 1.000000000000000000e+00
-6.509473908919214402e-01 5.803561479043072957e+00 1.000000000000000000e+00
2.955665162924858702e+00 1.540542127791977078e+00 1.000000000000000000e+00
4.683027574447100605e+00 9.821991301493930848e-01 1.000000000000000000e+00
6.152289273112709012e+00 6.679886945946349464e-01 1.000000000000000000e+00
3.289840103904545732e+00 3.073342929496403197e+00 1.000000000000000000e+00
1.625503920462200158e+00 1.618513746076492232e+00 1.000000000000000000e+00
5.771932094475619834e+00 1.166439896218885774e+00 1.000000000000000000e+00
5.940690515984894837e+00 3.807941971199737541e+00 1.000000000000000000e+00
2.405185434432885572e+00 -2.402358970494621992e+00 1.000000000000000000e+00
2.459572171340221658e+00 -2.296318425970724775e-01 1.000000000000000000e+00
3.748220943220077039e+00 1.791318528949834343e+00 1.000000000000000000e+00
1.187726494110463715e+00 4.927460877757077640e+00 1.000000000000000000e+00
4.207818449360045676e+00 1.824886372479012309e+00 1.000000000000000000e+00
3.604310842562917561e+00 3.522242337299660964e+00 1.000000000000000000e+00
1.815038811600555357e+00 1.385797451583285822e+00 1.000000000000000000e+00
3.778221749066390522e+00 1.661159603170499155e+00 1.000000000000000000e+00
-5.331342872086652918e-02 1.731288705150783702e+00 1.000000000000000000e+00
7.265418374787420142e-01 1.678823673490513313e+00 1.000000000000000000e+00
3.839463603434671413e+00 2.998885869067184462e+00 1.000000000000000000e+00
3.468688418224750158e+00 4.742857754594367314e+00 1.000000000000000000e+00
2.294046533165721602e+00 2.206984998384891927e+00 1.000000000000000000e+00
3.251445668579621806e+00 1.527649025005417549e+00 1.000000000000000000e+00
3.765460450265593728e+00 1.062723818677935972e+00 1.000000000000000000e+00
4.929438835633335181e-01 6.864560822379546678e+00 1.000000000000000000e+00
5.485044162436931714e+00 -7.270193365797923413e-01 1.000000000000000000e+00
3.739354658667002340e+00 2.016769992578932413e+00 1.000000000000000000e+00
1.766637645498679632e+00 -9.467636962164771575e-02 1.000000000000000000e+00
-9.457852084728681774e-01 4.524075082407101434e+00 1.000000000000000000e+00
1.209235414086023086e+00 1.816311748603154586e+00 1.000000000000000000e+00
3.164814498083497796e+00 4.173836190897824316e+00 1.000000000000000000e+00
-2.455264273357517624e+00 -1.757435304708612867e+00 2.000000000000000000e+00
-6.791748137511461003e+00 -3.265259077378858787e+00 2.000000000000000000e+00
-3.015983577632162405e+00 -6.170901879643410304e+00 2.000000000000000000e+00
-7.071711659279666939e+00 -4.607185943295196040e+00 2.000000000000000000e+00
